mode: set
miniclaudecode-go/skills/loader.go:49.58,50.23 1 1
miniclaudecode-go/file_history_tools.go:1080.4,1080.24 1 0
miniclaudecode-go/file_history_tools.go:1082.3,1082.47 1 0
miniclaudecode-go/file_history_tools.go:1086.43,1087.37 1 1
miniclaudecode-go/file_history_tools.go:1087.37,1089.22 2 1
miniclaudecode-go/file_history_tools.go:1089.22,1094.56 5 1
miniclaudecode-go/file_history_tools.go:1094.56,1096.5 1 0
miniclaudecode-go/file_history_tools.go:1097.4,1097.20 1 1
miniclaudecode-go/file_history_tools.go:1097.20,1098.36 1 1
miniclaudecode-go/file_history_tools.go:1098.36,1099.65 1 1
miniclaudecode-go/file_history_tools.go:1099.65,1101.7 1 1
miniclaudecode-go/file_history_tools.go:1103.5,1103.17 1 0
miniclaudecode-go/file_history_tools.go:1105.4,1105.15 1 0
miniclaudecode-go/file_history_tools.go:1108.2,1109.16 2 1
miniclaudecode-go/file_history_tools.go:1115.83,1129.2 13 0
miniclaudecode-go/file_history_tools.go:1133.40,1135.54 2 1
miniclaudecode-go/file_history_tools.go:1135.54,1137.3 1 1
miniclaudecode-go/file_history_tools.go:1137.8,1138.32 1 1
miniclaudecode-go/file_history_tools.go:1138.32,1139.70 1 1
miniclaudecode-go/file_history_tools.go:1139.70,1141.5 1 1
miniclaudecode-go/file_history_tools.go:1144.2,1144.11 1 1
miniclaudecode-go/file_history_tools.go:1144.11,1146.3 1 1
miniclaudecode-go/file_history_tools.go:1147.2,1147.20 1 1
miniclaudecode-go/file_history_tools.go:1150.22,1152.16 2 1
miniclaudecode-go/file_history_tools.go:1152.16,1154.3 1 0
miniclaudecode-go/file_history_tools.go:1155.2,1155.12 1 1
miniclaudecode-go/file_history_tools.go:1158.34,1159.23 1 1
miniclaudecode-go/file_history_tools.go:1159.23,1161.3 1 1
miniclaudecode-go/file_history_tools.go:1163.2,1163.109 1 1
miniclaudecode-go/file_history_tools.go:1163.109,1166.3 2 0
miniclaudecode-go/file_history_tools.go:1167.2,1167.35 1 1
miniclaudecode-go/filehistory.go:44.58,52.2 2 1
miniclaudecode-go/filehistory.go:55.45,59.2 3 1
miniclaudecode-go/filehistory.go:64.63,66.2 1 1
miniclaudecode-go/filehistory.go:71.84,73.16 2 1
miniclaudecode-go/filehistory.go:73.16,75.3 1 0
miniclaudecode-go/filehistory.go:77.2,78.39 2 1
miniclaudecode-go/filehistory.go:78.39,80.3 1 0
miniclaudecode-go/filehistory.go:84.2,90.23 5 1
miniclaudecode-go/filehistory.go:90.23,92.49 2 1
miniclaudecode-go/filehistory.go:92.49,95.4 1 0
miniclaudecode-go/filehistory.go:98.2,113.24 6 1
miniclaudecode-go/filehistory.go:119.57,124.34 4 1
miniclaudecode-go/filehistory.go:124.34,126.3 1 1
miniclaudecode-go/filehistory.go:129.2,133.64 3 0
miniclaudecode-go/filehistory.go:133.64,136.42 3 0
miniclaudecode-go/filehistory.go:136.42,137.33 1 0
miniclaudecode-go/filehistory.go:137.33,139.10 2 0
miniclaudecode-go/filehistory.go:141.4,141.53 1 0
miniclaudecode-go/filehistory.go:141.53,142.10 1 0
miniclaudecode-go/filehistory.go:144.4,144.23 1 0
miniclaudecode-go/filehistory.go:146.3,146.81 1 0
miniclaudecode-go/filehistory.go:146.81,148.4 1 0
miniclaudecode-go/filehistory.go:155.70,157.16 2 1
miniclaudecode-go/filehistory.go:157.16,159.3 1 0
miniclaudecode-go/filehistory.go:161.2,162.38 2 1
miniclaudecode-go/filehistory.go:162.38,164.3 1 1
miniclaudecode-go/filehistory.go:166.2,169.88 2 1
miniclaudecode-go/filehistory.go:169.88,181.3 5 1
miniclaudecode-go/filehistory.go:183.2,183.40 1 1
miniclaudecode-go/filehistory.go:183.40,185.67 1 1
miniclaudecode-go/filehistory.go:185.67,187.4 1 0
miniclaudecode-go/filehistory.go:188.3,188.13 1 1
miniclaudecode-go/filehistory.go:191.2,191.65 1 1
miniclaudecode-go/filehistory.go:191.65,193.3 1 0
miniclaudecode-go/filehistory.go:194.2,194.74 1 1
miniclaudecode-go/filehistory.go:194.74,196.3 1 0
miniclaudecode-go/filehistory.go:197.2,197.12 1 1
miniclaudecode-go/filehistory.go:204.87,205.15 1 1
miniclaudecode-go/filehistory.go:205.15,207.3 1 0
miniclaudecode-go/filehistory.go:209.2,210.16 2 1
miniclaudecode-go/filehistory.go:210.16,212.3 1 0
miniclaudecode-go/filehistory.go:214.2,218.21 4 1
miniclaudecode-go/filehistory.go:218.21,221.3 1 0
miniclaudecode-go/filehistory.go:224.2,230.26 4 1
miniclaudecode-go/filehistory.go:230.26,231.16 1 1
miniclaudecode-go/filehistory.go:231.16,232.12 1 0
miniclaudecode-go/filehistory.go:234.3,234.24 1 1
miniclaudecode-go/filehistory.go:234.24,237.4 2 1
miniclaudecode-go/filehistory.go:240.2,240.23 1 1
miniclaudecode-go/filehistory.go:240.23,242.3 1 0
miniclaudecode-go/filehistory.go:244.2,245.19 2 1
miniclaudecode-go/filehistory.go:245.19,247.3 1 0
miniclaudecode-go/filehistory.go:249.2,253.88 3 1
miniclaudecode-go/filehistory.go:253.88,265.3 5 1
miniclaudecode-go/filehistory.go:267.2,267.52 1 1
miniclaudecode-go/filehistory.go:267.52,268.67 1 0
miniclaudecode-go/filehistory.go:268.67,270.4 1 0
miniclaudecode-go/filehistory.go:271.3,271.59 1 0
miniclaudecode-go/filehistory.go:274.2,274.65 1 1
miniclaudecode-go/filehistory.go:274.65,276.3 1 0
miniclaudecode-go/filehistory.go:277.2,277.80 1 1
miniclaudecode-go/filehistory.go:277.80,279.3 1 0
miniclaudecode-go/filehistory.go:280.2,280.32 1 1
miniclaudecode-go/filehistory.go:286.72,288.2 1 1
miniclaudecode-go/filehistory.go:293.83,295.2 1 1
miniclaudecode-go/filehistory.go:303.82,305.16 2 0
miniclaudecode-go/filehistory.go:305.16,307.3 1 0
miniclaudecode-go/filehistory.go:309.2,310.21 2 0
miniclaudecode-go/filehistory.go:310.21,312.3 1 0
miniclaudecode-go/filehistory.go:315.2,316.26 2 0
miniclaudecode-go/filehistory.go:316.26,317.17 1 0
miniclaudecode-go/filehistory.go:317.17,319.4 1 0
miniclaudecode-go/filehistory.go:322.2,322.45 1 0
miniclaudecode-go/filehistory.go:322.45,324.3 1 0
miniclaudecode-go/filehistory.go:326.2,329.88 2 0
miniclaudecode-go/filehistory.go:329.88,341.3 5 0
miniclaudecode-go/filehistory.go:343.2,343.52 1 0
miniclaudecode-go/filehistory.go:343.52,344.67 1 0
miniclaudecode-go/filehistory.go:344.67,346.4 1 0
miniclaudecode-go/filehistory.go:347.3,347.59 1 0
miniclaudecode-go/filehistory.go:350.2,350.65 1 0
miniclaudecode-go/filehistory.go:350.65,352.3 1 0
miniclaudecode-go/filehistory.go:353.2,353.80 1 0
miniclaudecode-go/filehistory.go:353.80,355.3 1 0
miniclaudecode-go/filehistory.go:356.2,356.32 1 0
miniclaudecode-go/filehistory.go:361.73,363.16 2 1
miniclaudecode-go/filehistory.go:363.16,365.3 1 0
miniclaudecode-go/filehistory.go:367.2,371.18 4 1
miniclaudecode-go/filehistory.go:371.18,376.3 3 1
miniclaudecode-go/filehistory.go:379.2,379.32 1 1
miniclaudecode-go/filehistory.go:383.62,385.16 2 0
miniclaudecode-go/filehistory.go:385.16,387.3 1 0
miniclaudecode-go/filehistory.go:388.2,390.26 3 0
miniclaudecode-go/filehistory.go:390.26,391.17 1 0
miniclaudecode-go/filehistory.go:391.17,393.4 1 0
miniclaudecode-go/filehistory.go:395.2,395.14 1 0
miniclaudecode-go/filehistory.go:399.35,403.2 3 0
miniclaudecode-go/filehistory.go:406.54,408.16 2 0
miniclaudecode-go/filehistory.go:408.16,410.3 1 0
miniclaudecode-go/filehistory.go:412.2,417.32 4 0
miniclaudecode-go/filehistory.go:421.53,423.16 2 0
miniclaudecode-go/filehistory.go:423.16,425.3 1 0
miniclaudecode-go/filehistory.go:426.2,426.60 1 0
miniclaudecode-go/filehistory.go:426.60,428.3 1 0
miniclaudecode-go/filehistory.go:430.2,432.32 3 0
miniclaudecode-go/filehistory.go:432.32,433.38 1 0
miniclaudecode-go/filehistory.go:433.38,435.4 1 0
miniclaudecode-go/filehistory.go:437.2,437.29 1 0
miniclaudecode-go/filehistory.go:437.29,439.3 1 0
miniclaudecode-go/filehistory.go:440.2,442.29 2 0
miniclaudecode-go/filehistory.go:442.29,444.3 1 0
miniclaudecode-go/filehistory.go:448.63,449.21 1 0
miniclaudecode-go/filehistory.go:449.21,451.3 1 0
miniclaudecode-go/filehistory.go:453.2,460.28 4 0
miniclaudecode-go/filehistory.go:460.28,462.3 1 0
miniclaudecode-go/filehistory.go:467.51,472.18 4 1
miniclaudecode-go/filehistory.go:472.18,476.33 4 1
miniclaudecode-go/filehistory.go:476.33,478.4 1 1
miniclaudecode-go/filehistory.go:479.3,480.15 2 1
miniclaudecode-go/filehistory.go:484.2,484.28 1 1
miniclaudecode-go/filehistory.go:489.78,490.16 1 0
miniclaudecode-go/filehistory.go:490.16,492.3 1 0
miniclaudecode-go/filehistory.go:494.2,495.16 2 0
miniclaudecode-go/filehistory.go:495.16,497.3 1 0
miniclaudecode-go/filehistory.go:499.2,500.21 2 0
miniclaudecode-go/filehistory.go:500.21,502.3 1 0
miniclaudecode-go/filehistory.go:505.2,506.26 2 0
miniclaudecode-go/filehistory.go:506.26,507.17 1 0
miniclaudecode-go/filehistory.go:507.17,509.4 1 0
miniclaudecode-go/filehistory.go:511.2,512.16 2 0
miniclaudecode-go/filehistory.go:512.16,514.3 1 0
miniclaudecode-go/filehistory.go:516.2,519.43 2 0
miniclaudecode-go/filehistory.go:519.43,521.3 1 0
miniclaudecode-go/filehistory.go:524.2,524.34 1 0
miniclaudecode-go/filehistory.go:524.34,526.3 1 0
miniclaudecode-go/filehistory.go:527.2,527.70 1 0
miniclaudecode-go/filehistory.go:527.70,530.25 3 0
miniclaudecode-go/filehistory.go:530.25,532.4 1 0
miniclaudecode-go/filehistory.go:533.3,533.16 1 0
miniclaudecode-go/filehistory.go:537.2,537.37 1 0
miniclaudecode-go/filehistory.go:537.37,539.69 2 0
miniclaudecode-go/filehistory.go:539.69,540.26 1 0
miniclaudecode-go/filehistory.go:540.26,542.5 1 0
miniclaudecode-go/filehistory.go:543.4,543.79 1 0
miniclaudecode-go/filehistory.go:548.2,550.26 3 0
miniclaudecode-go/filehistory.go:550.26,551.17 1 0
miniclaudecode-go/filehistory.go:551.17,553.4 1 0
miniclaudecode-go/filehistory.go:554.3,554.57 1 0
miniclaudecode-go/filehistory.go:554.57,556.4 1 0
miniclaudecode-go/filehistory.go:559.2,559.83 1 0
miniclaudecode-go/filehistory.go:565.61,567.16 2 0
miniclaudecode-go/filehistory.go:567.16,569.3 1 0
miniclaudecode-go/filehistory.go:571.2,575.21 4 0
miniclaudecode-go/filehistory.go:575.21,577.3 1 0
miniclaudecode-go/filehistory.go:580.2,581.39 2 0
miniclaudecode-go/filehistory.go:581.39,582.24 1 0
miniclaudecode-go/filehistory.go:582.24,584.9 2 0
miniclaudecode-go/filehistory.go:587.2,587.13 1 0
miniclaudecode-go/filehistory.go:587.13,589.3 1 0
miniclaudecode-go/filehistory.go:592.2,593.55 2 0
miniclaudecode-go/filehistory.go:593.55,597.3 3 0
miniclaudecode-go/filehistory.go:599.2,599.13 1 0
miniclaudecode-go/filehistory.go:606.95,607.19 1 0
miniclaudecode-go/filehistory.go:607.19,609.3 1 0
miniclaudecode-go/filehistory.go:611.2,612.16 2 0
miniclaudecode-go/filehistory.go:612.16,614.3 1 0
miniclaudecode-go/filehistory.go:616.2,620.21 4 0
miniclaudecode-go/filehistory.go:620.21,622.3 1 0
miniclaudecode-go/filehistory.go:625.2,627.26 3 0
miniclaudecode-go/filehistory.go:627.26,628.16 1 0
miniclaudecode-go/filehistory.go:628.16,629.12 1 0
miniclaudecode-go/filehistory.go:631.3,632.21 2 0
miniclaudecode-go/filehistory.go:632.21,634.9 2 0
miniclaudecode-go/filehistory.go:638.2,638.13 1 0
miniclaudecode-go/filehistory.go:638.13,640.3 1 0
miniclaudecode-go/filehistory.go:642.2,646.38 3 0
miniclaudecode-go/filehistory.go:646.38,648.3 1 0
miniclaudecode-go/filehistory.go:650.2,651.30 2 0
miniclaudecode-go/filehistory.go:651.30,653.3 1 0
miniclaudecode-go/filehistory.go:653.8,655.3 1 0
miniclaudecode-go/filehistory.go:657.2,658.13 2 0
miniclaudecode-go/filehistory.go:668.64,670.16 2 0
miniclaudecode-go/filehistory.go:670.16,672.3 1 0
miniclaudecode-go/filehistory.go:674.2,680.26 5 0
miniclaudecode-go/filehistory.go:680.26,681.17 1 0
miniclaudecode-go/filehistory.go:681.17,684.4 2 0
miniclaudecode-go/filehistory.go:687.2,688.26 2 0
miniclaudecode-go/filehistory.go:688.26,689.16 1 0
miniclaudecode-go/filehistory.go:689.16,690.12 1 0
miniclaudecode-go/filehistory.go:692.3,693.29 2 0
miniclaudecode-go/filehistory.go:693.29,694.18 1 0
miniclaudecode-go/filehistory.go:694.18,696.5 1 0
miniclaudecode-go/filehistory.go:699.2,699.13 1 0
miniclaudecode-go/filehistory.go:710.77,712.16 2 0
miniclaudecode-go/filehistory.go:712.16,714.3 1 0
miniclaudecode-go/filehistory.go:716.2,719.26 4 0
miniclaudecode-go/filehistory.go:719.26,720.16 1 0
miniclaudecode-go/filehistory.go:720.16,721.12 1 0
miniclaudecode-go/filehistory.go:723.3,724.51 2 0
miniclaudecode-go/filehistory.go:724.51,730.4 1 0
miniclaudecode-go/filehistory.go:732.2,732.16 1 0
miniclaudecode-go/filehistory.go:737.84,739.16 2 0
miniclaudecode-go/filehistory.go:739.16,741.3 1 0
miniclaudecode-go/filehistory.go:743.2,752.26 7 0
miniclaudecode-go/filehistory.go:752.26,753.16 1 0
miniclaudecode-go/filehistory.go:753.16,754.12 1 0
miniclaudecode-go/filehistory.go:756.3,757.21 2 0
miniclaudecode-go/filehistory.go:757.21,759.9 2 0
miniclaudecode-go/filehistory.go:763.2,763.70 1 0
miniclaudecode-go/filehistory.go:763.70,765.3 1 0
miniclaudecode-go/filehistory.go:767.2,771.38 3 0
miniclaudecode-go/filehistory.go:771.38,773.3 1 0
miniclaudecode-go/filehistory.go:775.2,782.36 5 0
miniclaudecode-go/filehistory.go:782.36,784.3 1 0
miniclaudecode-go/filehistory.go:786.2,786.68 1 0
miniclaudecode-go/filehistory.go:786.68,787.55 1 0
miniclaudecode-go/filehistory.go:787.55,789.4 1 0
miniclaudecode-go/filehistory.go:792.2,797.13 5 0
miniclaudecode-go/filehistory.go:807.73,813.26 5 0
miniclaudecode-go/filehistory.go:813.26,816.27 3 0
miniclaudecode-go/filehistory.go:816.27,817.17 1 0
miniclaudecode-go/filehistory.go:817.17,818.13 1 0
miniclaudecode-go/filehistory.go:820.4,821.52 2 0
miniclaudecode-go/filehistory.go:821.52,827.5 1 0
miniclaudecode-go/filehistory.go:830.2,830.16 1 0
miniclaudecode-go/filehistory.go:843.72,847.27 3 0
miniclaudecode-go/filehistory.go:847.27,849.27 2 0
miniclaudecode-go/filehistory.go:849.27,850.52 1 0
miniclaudecode-go/filehistory.go:850.52,851.13 1 0
miniclaudecode-go/filehistory.go:853.4,858.6 1 0
miniclaudecode-go/filehistory.go:862.2,862.42 1 0
miniclaudecode-go/filehistory.go:862.42,864.3 1 0
miniclaudecode-go/filehistory.go:866.2,866.16 1 0
miniclaudecode-go/filehistory.go:886.116,888.16 2 0
miniclaudecode-go/filehistory.go:888.16,890.3 1 0
miniclaudecode-go/filehistory.go:892.2,893.20 2 0
miniclaudecode-go/filehistory.go:893.20,895.3 1 0
miniclaudecode-go/filehistory.go:897.2,898.16 2 0
miniclaudecode-go/filehistory.go:898.16,900.3 1 0
miniclaudecode-go/filehistory.go:901.2,902.16 2 0
miniclaudecode-go/filehistory.go:902.16,904.3 1 0
miniclaudecode-go/filehistory.go:906.2,908.34 2 0
miniclaudecode-go/filehistory.go:908.34,914.31 5 0
miniclaudecode-go/filehistory.go:914.31,916.18 2 0
miniclaudecode-go/filehistory.go:916.18,918.5 1 0
miniclaudecode-go/filehistory.go:919.4,919.23 1 0
miniclaudecode-go/filehistory.go:921.3,921.31 1 0
miniclaudecode-go/filehistory.go:921.31,923.18 2 0
miniclaudecode-go/filehistory.go:923.18,925.5 1 0
miniclaudecode-go/filehistory.go:926.4,926.23 1 0
miniclaudecode-go/filehistory.go:929.3,931.51 2 0
miniclaudecode-go/filehistory.go:931.51,932.32 1 0
miniclaudecode-go/filehistory.go:932.32,934.19 2 0
miniclaudecode-go/filehistory.go:934.19,936.6 1 0
miniclaudecode-go/filehistory.go:937.5,937.22 1 0
miniclaudecode-go/filehistory.go:937.22,939.6 1 0
miniclaudecode-go/filehistory.go:943.3,943.53 1 0
miniclaudecode-go/filehistory.go:943.53,944.32 1 0
miniclaudecode-go/filehistory.go:944.32,946.19 2 0
miniclaudecode-go/filehistory.go:946.19,948.6 1 0
miniclaudecode-go/filehistory.go:949.5,949.22 1 0
miniclaudecode-go/filehistory.go:949.22,951.6 1 0
miniclaudecode-go/filehistory.go:956.3,957.34 2 0
miniclaudecode-go/filehistory.go:957.34,959.35 2 0
miniclaudecode-go/filehistory.go:959.35,961.5 1 0
miniclaudecode-go/filehistory.go:964.3,964.23 1 0
miniclaudecode-go/filehistory.go:964.23,969.4 1 0
miniclaudecode-go/filehistory.go:972.2,972.16 1 0
miniclaudecode-go/filehistory.go:977.54,978.21 1 1
miniclaudecode-go/filehistory.go:978.21,980.3 1 0
miniclaudecode-go/filehistory.go:982.2,983.37 2 1
miniclaudecode-go/filehistory.go:983.37,985.3 1 0
miniclaudecode-go/filehistory.go:987.2,988.28 2 1
miniclaudecode-go/filehistory.go:988.28,990.17 2 1
miniclaudecode-go/filehistory.go:990.17,991.12 1 0
miniclaudecode-go/filehistory.go:993.3,994.53 2 1
miniclaudecode-go/filehistory.go:994.53,995.12 1 0
miniclaudecode-go/filehistory.go:997.3,997.26 1 1
miniclaudecode-go/filehistory.go:997.26,999.4 1 1
miniclaudecode-go/filehistory.go:1002.2,1003.25 2 1
miniclaudecode-go/filehistory.go:1003.25,1005.3 1 1
miniclaudecode-go/filehistory.go:1006.2,1007.14 2 1
miniclaudecode-go/filehistory.go:1011.60,1012.21 1 1
miniclaudecode-go/filehistory.go:1012.21,1014.3 1 0
miniclaudecode-go/filehistory.go:1015.2,1015.53 1 1
miniclaudecode-go/filehistory.go:1015.53,1017.3 1 0
miniclaudecode-go/filehistory.go:1020.2,1029.16 5 1
miniclaudecode-go/filehistory.go:1029.16,1031.3 1 0
miniclaudecode-go/filehistory.go:1032.2,1032.69 1 1
miniclaudecode-go/filehistory.go:1036.71,1037.21 1 1
miniclaudecode-go/filehistory.go:1037.21,1039.3 1 0
miniclaudecode-go/filehistory.go:1041.2,1048.37 4 1
miniclaudecode-go/filehistory.go:1048.37,1050.3 1 1
miniclaudecode-go/filehistory.go:1052.2,1053.28 2 1
miniclaudecode-go/filehistory.go:1053.28,1055.17 2 1
miniclaudecode-go/filehistory.go:1055.17,1056.12 1 0
miniclaudecode-go/filehistory.go:1058.3,1059.53 2 1
miniclaudecode-go/filehistory.go:1059.53,1060.12 1 0
miniclaudecode-go/filehistory.go:1062.3,1062.30 1 1
miniclaudecode-go/filehistory.go:1066.2,1066.40 1 1
miniclaudecode-go/filehistory.go:1066.40,1068.3 1 0
miniclaudecode-go/filehistory.go:1071.2,1071.23 1 1
miniclaudecode-go/filehistory.go:1071.23,1072.30 1 1
miniclaudecode-go/filehistory.go:1072.30,1074.4 1 0
miniclaudecode-go/filehistory.go:1075.3,1075.33 1 1
miniclaudecode-go/filehistory.go:1075.33,1076.40 1 0
miniclaudecode-go/filehistory.go:1076.40,1078.5 1 0
miniclaudecode-go/filehistory.go:1078.10,1078.21 1 0
miniclaudecode-go/filehistory.go:1078.21,1080.5 1 0
miniclaudecode-go/filehistory.go:1080.10,1082.5 1 0
miniclaudecode-go/filehistory.go:1087.2,1088.33 2 1
miniclaudecode-go/filehistory.go:1088.33,1090.3 1 1
miniclaudecode-go/filehistory.go:1091.2,1093.14 2 1
miniclaudecode-go/forked_agent.go:81.72,82.23 1 0
miniclaudecode-go/forked_agent.go:82.23,84.3 1 0
miniclaudecode-go/forked_agent.go:85.2,85.24 1 0
miniclaudecode-go/forked_agent.go:85.24,87.3 1 0
miniclaudecode-go/forked_agent.go:90.2,91.28 2 0
miniclaudecode-go/forked_agent.go:91.28,94.3 2 0
miniclaudecode-go/forked_agent.go:94.8,98.3 3 0
miniclaudecode-go/forked_agent.go:100.2,108.40 2 0
miniclaudecode-go/forked_agent.go:108.40,110.3 1 0
miniclaudecode-go/forked_agent.go:112.2,115.45 3 0
miniclaudecode-go/forked_agent.go:115.45,121.17 5 0
miniclaudecode-go/forked_agent.go:121.17,124.21 3 0
miniclaudecode-go/forked_agent.go:124.21,126.5 1 0
miniclaudecode-go/forked_agent.go:127.4,127.77 1 0
miniclaudecode-go/forked_agent.go:127.77,129.5 1 0
miniclaudecode-go/forked_agent.go:131.4,131.12 1 0
miniclaudecode-go/forked_agent.go:135.3,143.38 7 0
miniclaudecode-go/forked_agent.go:143.38,144.37 1 0
miniclaudecode-go/forked_agent.go:145.29,146.42 1 0
miniclaudecode-go/forked_agent.go:147.32,148.37 1 0
miniclaudecode-go/forked_agent.go:153.3,153.26 1 0
miniclaudecode-go/forked_agent.go:153.26,159.4 1 0
miniclaudecode-go/forked_agent.go:161.3,172.32 6 0
miniclaudecode-go/forked_agent.go:172.32,174.48 2 0
miniclaudecode-go/forked_agent.go:174.48,179.26 3 0
miniclaudecode-go/forked_agent.go:179.26,181.6 1 0
miniclaudecode-go/forked_agent.go:182.5,182.20 1 0
miniclaudecode-go/forked_agent.go:182.20,184.6 1 0
miniclaudecode-go/forked_agent.go:185.5,188.30 2 0
miniclaudecode-go/forked_agent.go:188.30,189.69 1 0
miniclaudecode-go/forked_agent.go:189.69,201.7 2 0
miniclaudecode-go/forked_agent.go:205.5,212.6 2 0
miniclaudecode-go/forked_agent.go:215.3,218.29 2 0
miniclaudecode-go/forked_agent.go:218.29,220.4 1 0
miniclaudecode-go/forked_agent.go:223.3,224.32 2 0
miniclaudecode-go/forked_agent.go:224.32,226.25 2 0
miniclaudecode-go/forked_agent.go:226.25,228.5 1 0
miniclaudecode-go/forked_agent.go:229.4,235.6 1 0
miniclaudecode-go/forked_agent.go:237.3,244.34 3 0
miniclaudecode-go/forked_agent.go:244.34,245.33 1 0
miniclaudecode-go/forked_agent.go:245.33,246.24 1 0
miniclaudecode-go/forked_agent.go:246.24,253.6 1 0
miniclaudecode-go/forked_agent.go:256.3,262.32 2 0
miniclaudecode-go/forked_agent.go:266.2,269.8 1 0
miniclaudecode-go/forked_agent.go:275.108,277.53 2 0
miniclaudecode-go/forked_agent.go:277.53,279.24 2 0
miniclaudecode-go/forked_agent.go:279.24,281.4 1 0
miniclaudecode-go/forked_agent.go:281.9,285.4 2 0
miniclaudecode-go/forked_agent.go:286.3,292.17 5 0
miniclaudecode-go/forked_agent.go:292.17,294.4 1 0
miniclaudecode-go/forked_agent.go:296.3,297.23 2 0
miniclaudecode-go/forked_agent.go:297.23,299.4 1 0
miniclaudecode-go/forked_agent.go:300.3,300.13 1 0
miniclaudecode-go/forked_agent.go:302.2,302.80 1 0
miniclaudecode-go/forked_agent.go:306.44,308.47 2 0
miniclaudecode-go/forked_agent.go:308.47,310.3 1 0
miniclaudecode-go/forked_agent.go:311.2,311.50 1 0
miniclaudecode-go/forked_agent.go:311.50,313.3 1 0
miniclaudecode-go/forked_agent.go:314.2,314.37 1 0
miniclaudecode-go/forked_agent.go:317.31,319.2 1 1
miniclaudecode-go/forked_agent.go:321.32,323.2 1 1
miniclaudecode-go/forked_agent.go:327.92,328.25 1 1
miniclaudecode-go/forked_agent.go:328.25,330.3 1 1
miniclaudecode-go/forked_agent.go:332.2,333.9 2 1
miniclaudecode-go/forked_agent.go:333.9,335.3 1 1
miniclaudecode-go/forked_agent.go:338.2,344.57 3 1
miniclaudecode-go/forked_agent.go:344.57,346.3 1 1
miniclaudecode-go/forked_agent.go:349.2,356.25 5 0
miniclaudecode-go/forked_agent.go:356.25,358.3 1 0
miniclaudecode-go/forked_agent.go:359.2,359.15 1 0
miniclaudecode-go/forked_agent.go:364.81,365.21 1 1
miniclaudecode-go/forked_agent.go:365.21,367.3 1 1
miniclaudecode-go/forked_agent.go:368.2,369.40 2 1
miniclaudecode-go/forked_agent.go:369.40,371.20 2 1
miniclaudecode-go/forked_agent.go:371.20,372.12 1 0
miniclaudecode-go/forked_agent.go:374.3,383.5 1 1
miniclaudecode-go/forked_agent.go:385.2,385.15 1 1
miniclaudecode-go/forked_agent.go:395.141,402.2 1 1
miniclaudecode-go/hooks.go:137.38,141.2 1 1
miniclaudecode-go/hooks.go:152.29,156.37 2 1
miniclaudecode-go/hooks.go:156.37,157.38 1 1
miniclaudecode-go/hooks.go:157.38,162.4 3 1
miniclaudecode-go/hooks.go:163.3,163.17 1 1
miniclaudecode-go/hooks.go:167.2,167.17 1 1
miniclaudecode-go/hooks.go:167.17,169.38 2 1
miniclaudecode-go/hooks.go:169.38,172.4 2 1
miniclaudecode-go/hooks.go:173.3,175.33 3 1
miniclaudecode-go/hooks.go:177.2,181.15 3 1
miniclaudecode-go/hooks.go:181.15,184.38 3 1
miniclaudecode-go/hooks.go:184.38,185.24 1 1
miniclaudecode-go/hooks.go:185.24,187.5 1 1
miniclaudecode-go/hooks.go:189.3,189.16 1 1
miniclaudecode-go/hooks.go:193.2,193.18 1 1
miniclaudecode-go/hooks.go:193.18,195.3 1 1
miniclaudecode-go/hooks.go:196.2,200.24 4 1
miniclaudecode-go/hooks.go:227.36,232.2 1 1
miniclaudecode-go/hooks.go:235.106,241.2 1 1
miniclaudecode-go/hooks.go:244.108,250.2 1 1
miniclaudecode-go/hooks.go:254.114,262.2 3 1
miniclaudecode-go/hooks.go:266.96,267.34 1 1
miniclaudecode-go/hooks.go:267.34,269.3 1 1
miniclaudecode-go/hooks.go:271.2,273.39 3 1
miniclaudecode-go/hooks.go:273.39,275.19 2 1
miniclaudecode-go/hooks.go:275.19,277.4 1 1
miniclaudecode-go/hooks.go:278.3,282.17 4 1
miniclaudecode-go/hooks.go:282.17,283.23 1 1
miniclaudecode-go/hooks.go:283.23,285.5 1 1
miniclaudecode-go/hooks.go:285.10,287.5 1 0
miniclaudecode-go/hooks.go:288.4,288.87 1 1
miniclaudecode-go/hooks.go:289.9,290.36 1 1
miniclaudecode-go/hooks.go:290.36,291.40 1 1
miniclaudecode-go/hooks.go:291.40,293.6 1 1
miniclaudecode-go/hooks.go:293.11,295.6 1 1
miniclaudecode-go/hooks.go:297.4,297.29 1 1
miniclaudecode-go/hooks.go:297.29,299.5 1 1
miniclaudecode-go/hooks.go:302.2,302.25 1 1
miniclaudecode-go/hooks.go:307.99,308.35 1 1
miniclaudecode-go/hooks.go:308.35,310.3 1 1
miniclaudecode-go/hooks.go:312.2,314.40 3 1
miniclaudecode-go/hooks.go:314.40,316.19 2 1
miniclaudecode-go/hooks.go:316.19,318.4 1 0
miniclaudecode-go/hooks.go:319.3,323.17 4 1
miniclaudecode-go/hooks.go:323.17,324.23 1 1
miniclaudecode-go/hooks.go:324.23,326.5 1 1
miniclaudecode-go/hooks.go:326.10,328.5 1 0
miniclaudecode-go/hooks.go:329.4,329.88 1 1
miniclaudecode-go/hooks.go:330.9,331.29 1 1
miniclaudecode-go/hooks.go:331.29,333.5 1 1
miniclaudecode-go/hooks.go:334.4,334.28 1 1
miniclaudecode-go/hooks.go:334.28,335.32 1 1
miniclaudecode-go/hooks.go:335.32,337.6 1 1
